profile,Meta,Isolate,log_odds,p,padj,Name,full
K18382,1472,1239,-2.3901159311572813,0,0,NAD+-dependent secondary alcohol dehydrogenase Adh1 [EC:1.1.1.-],NAD+-dependent secondary alcohol dehydrogenase Adh1 [EC:1.1.1.-] - K18382
K07668,2147,1699,-2.390348903158588,0,0,"two-component system, OmpR family, response regulator VicR","two-component system, OmpR family, response regulator VicR - K07668"
K02043,775,699,-2.391103853220525,0,0,"GntR family transcriptional regulator, phosphonate transport system regulatory protein","GntR family transcriptional regulator, phosphonate transport system regulatory protein - K02043"
K21190,1399,1188,-2.39234308601366,0,0,dehydrogenase,dehydrogenase - K21190
K20436,72,70,-2.3924663527008905,7.493060958174431e-38,8.491796623339569e-38,validamine 7-phosphate valienyltransferase [EC:2.5.1.135],validamine 7-phosphate valienyltransferase [EC:2.5.1.135] - K20436
TIGR00791.1,72,70,-2.3924663527008905,7.493060958174431e-38,1.2278668249820991e-37,gluconate:H+ symporter,gluconate:H+ symporter - TIGR00791.1
K06222,122,118,-2.3926391721681886,1.3403622585988612e-62,1.8176372031040066e-62,"2,5-diketo-D-gluconate reductase B [EC:1.1.1.346]","2,5-diketo-D-gluconate reductase B [EC:1.1.1.346] - K06222"
K10697,2060,1646,-2.392740320303083,0,0,"two-component system, OmpR family, response regulator RpaA","two-component system, OmpR family, response regulator RpaA - K10697"
K03395,230,220,-2.393135719555155,5.942608434450658e-115,1.1171390029928264e-114,aminoglycoside 3-N-acetyltransferase I [EC:2.3.1.60],aminoglycoside 3-N-acetyltransferase I [EC:2.3.1.60] - K03395
PF13669,490,456,-2.3932136251363274,4.616185387007573e-235,2.660892966257715e-234,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily - PF13669
TIGR00014.1,246,235,-2.3935660685277176,1.1850241878923726e-122,9.65276984118156e-122,arsenate reductase (glutaredoxin),arsenate reductase (glutaredoxin) - TIGR00014.1
PF00881,380,358,-2.393953818764914,2.0275468815780343e-185,9.382452999812298e-185,Nitroreductase family,Nitroreductase family - PF00881
K21405,167,161,-2.3942465817057847,9.203726860705793e-85,1.4512677619148177e-84,"sigma-54 dependent transcriptional regulator, acetoin dehydrogenase operon transcriptional activator AcoR","sigma-54 dependent transcriptional regulator, acetoin dehydrogenase operon transcriptional activator AcoR - K21405"
K03710,794,717,-2.3945319026874285,0,0,GntR family transcriptional regulator,GntR family transcriptional regulator - K03710
K23019,77,75,-2.3948391315891726,1.755891817128833e-40,2.0256867588530746e-40,"5-aminosalicylate 1,2-dioxygenase [EC:1.13.11.86]","5-aminosalicylate 1,2-dioxygenase [EC:1.13.11.86] - K23019"
K08192,362,342,-2.3948894361142354,2.3052228896435943e-177,5.453262272713803e-177,"MFS transporter, ACS family, DAL5 transporter family protein","MFS transporter, ACS family, DAL5 transporter family protein - K08192"
K20944,279,266,-2.395173068482041,1.3047289053871386e-138,2.697804441857469e-138,resorcinol 4-hydroxylase (NADH) [EC:1.14.13.220],resorcinol 4-hydroxylase (NADH) [EC:1.14.13.220] - K20944
K11915,106,103,-2.3955578996458677,5.87177802773225e-55,7.530310976410527e-55,serine/threonine protein phosphatase Stp1 [EC:3.1.3.16],serine/threonine protein phosphatase Stp1 [EC:3.1.3.16] - K11915
NF010417.0,106,103,-2.3955578996458677,5.87177802773225e-55,1.4035389644636347e-54,TraH family protein,TraH family protein - NF010417.0
NF033543.1,386,364,-2.3956137098366557,1.2416899175207483e-188,1.7362964013331795e-187,IS256 family transposase,IS256 family transposase - NF033543.1
TIGR01099.1,80,78,-2.396154725800742,4.638091653713294e-42,8.090143237973916e-42,UTP--glucose-1-phosphate uridylyltransferase GalU,UTP--glucose-1-phosphate uridylyltransferase GalU - TIGR01099.1
K18290,256,245,-2.396541963201136,5.828904812046753e-128,1.1452002863370003e-127,itaconyl-CoA hydratase [EC:4.2.1.56],itaconyl-CoA hydratase [EC:4.2.1.56] - K18290
K09181,155,150,-2.3967834908319,3.264101714935098e-79,4.9340843309372083e-79,acetyltransferase,acetyltransferase - K09181
K23448,767,696,-2.396854707456139,0,0,"MFS transporter, DHA1 family, staphyloferrin A biosynthesis exporter","MFS transporter, DHA1 family, staphyloferrin A biosynthesis exporter - K23448"
PF02770,992,880,-2.3968946762045897,0,0,"Acyl-CoA dehydrogenase, middle domain","Acyl-CoA dehydrogenase, middle domain - PF02770"
K00072,1417,1206,-2.3970047273572863,0,0,sepiapterin reductase [EC:1.1.1.153],sepiapterin reductase [EC:1.1.1.153] - K00072
K08160,478,447,-2.39702113659545,5.815410881836468e-231,1.6991585587069446e-230,"MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein","MFS transporter, DHA1 family, multidrug/chloramphenicol efflux transport protein - K08160"
PF01565,586,542,-2.397329358538166,4.25541285588363e-279,3.0891637700680224e-278,FAD binding domain,FAD binding domain - PF01565
K03932,83,81,-2.3974000281899692,1.2249138759128154e-43,1.4399926503688683e-43,polyhydroxybutyrate depolymerase,polyhydroxybutyrate depolymerase - K03932
K20968,579,536,-2.3974975100138183,4.326475357824946e-276,1.4994455773001613e-275,"AraC family transcriptional regulator, exoenzyme S synthesis regulatory protein ExsA","AraC family transcriptional regulator, exoenzyme S synthesis regulatory protein ExsA - K20968"
K13533,394,372,-2.3977816307407176,6.421285017243632e-193,1.6094992675853908e-192,"two-component system, sporulation sensor kinase E [EC:2.7.13.3]","two-component system, sporulation sensor kinase E [EC:2.7.13.3] - K13533"
K07770,1916,1558,-2.398310907509548,0,0,"two-component system, OmpR family, response regulator CssR","two-component system, OmpR family, response regulator CssR - K07770"
K08211,396,374,-2.3983158701258893,5.439852059448299e-194,1.371050785793512e-193,"MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 15","MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 15 - K08211"
K07545,821,742,-2.3984581448576794,0,0,(R)-benzylsuccinyl-CoA dehydrogenase [EC:1.3.8.3],(R)-benzylsuccinyl-CoA dehydrogenase [EC:1.3.8.3] - K07545
PF07876,51,50,-2.3985674493559217,1.3821168473208997e-27,1.7354905061224053e-27,Stress responsive A/B Barrel Domain,Stress responsive A/B Barrel Domain - PF07876
K13031,86,84,-2.398582410976973,3.234263919028662e-45,3.844574817587358e-45,amygdalin beta-glucosidase [EC:3.2.1.117],amygdalin beta-glucosidase [EC:3.2.1.117] - K13031
K15431,52,51,-2.39905074102052,4.112403411688852e-28,4.431873528241398e-28,phloroglucinol synthase [EC:2.3.1.253],phloroglucinol synthase [EC:2.3.1.253] - K15431
TIGR00696.1,53,52,-2.3995202195779113,1.2237279956503782e-28,1.740182692119775e-28,WecB/TagA/CpsF family glycosyltransferase,WecB/TagA/CpsF family glycosyltransferase - TIGR00696.1
K22580,334,318,-2.399837857701717,1.4851198001083087e-165,3.3883735576047427e-165,teichoic acid D-alanine hydrolase [EC:3.1.1.103],teichoic acid D-alanine hydrolase [EC:3.1.1.103] - K22580
PF17939,55,54,-2.4004207277947534,1.0838427825183474e-29,1.3841488640957234e-29,"Tetracyclin repressor-like, C-terminal domain","Tetracyclin repressor-like, C-terminal domain - PF17939"
NF010295.2,91,89,-2.4004301697609307,7.567646136383692e-48,1.4697349788022956e-47,conjugal transfer mating-pair stabilization protein TraG,conjugal transfer mating-pair stabilization protein TraG - NF010295.2
K24969,750,684,-2.400438770250845,0,0,"GntR family transcriptional regulator, nutrient-sensing system regulator","GntR family transcriptional regulator, nutrient-sensing system regulator - K24969"
K04117,986,878,-2.4004720345833057,0,0,cyclohexanecarboxyl-CoA dehydrogenase [EC:1.3.99.-],cyclohexanecarboxyl-CoA dehydrogenase [EC:1.3.99.-] - K04117
K14334,56,55,-2.400853120230032,3.225915980714525e-30,3.511277381312397e-30,"carboxy-cis,cis-muconate cyclase [EC:5.5.1.5]","carboxy-cis,cis-muconate cyclase [EC:5.5.1.5] - K14334"
K21398,146,142,-2.400863443524741,2.9989948670130806e-75,4.4082671834462893e-75,natural resistance-associated macrophage protein 2,natural resistance-associated macrophage protein 2 - K21398
TIGR00481.1,122,119,-2.4011327055276945,2.2029109097834314e-63,6.395301914561588e-63,YbhB/YbcL family Raf kinase inhibitor-like protein,YbhB/YbcL family Raf kinase inhibitor-like protein - TIGR00481.1
K03447,208,201,-2.401154615679104,1.179553236445925e-105,2.1180360731879502e-105,"MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 3","MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 3 - K03447"
K02205,521,487,-2.4013496184758645,8.410198688569017e-252,2.6589820096182853e-251,arginine/ornithine permease,arginine/ornithine permease - K02205
K06902,94,92,-2.4014737485418856,1.9965788530514857e-49,2.453709667750145e-49,"MFS transporter, UMF1 family","MFS transporter, UMF1 family - K06902"
K12721,839,759,-2.4015362918484233,0,0,L-prolyl-[peptidyl-carrier protein] dehydrogenase [EC:1.3.8.14],L-prolyl-[peptidyl-carrier protein] dehydrogenase [EC:1.3.8.14] - K12721
K03930,192,186,-2.4019158424637497,5.6538767123188016e-98,9.70343199975756e-98,putative tributyrin esterase [EC:3.1.1.-],putative tributyrin esterase [EC:3.1.1.-] - K03930
K19997,908,816,-2.4019554820542073,0,0,GlcNAc-P-P-Und epimerase [EC:5.1.3.26],GlcNAc-P-P-Und epimerase [EC:5.1.3.26] - K19997
PF13359,211,204,-2.4019922448337745,3.042336022278381e-107,8.353837564719478e-107,DDE superfamily endonuclease,DDE superfamily endonuclease - PF13359
K18220,59,58,-2.4020860657003,8.508790907261209e-32,9.330419282584658e-32,ribosomal protection tetracycline resistance protein,ribosomal protection tetracycline resistance protein - K18220
PF17918,59,58,-2.4020860657003,8.508790907261209e-32,1.104241412154625e-31,"Tetracyclin repressor-like, C-terminal domain","Tetracyclin repressor-like, C-terminal domain - PF17918"
K14448,731,669,-2.402109575825712,0,0,(2S)-methylsuccinyl-CoA dehydrogenase [EC:1.3.8.12],(2S)-methylsuccinyl-CoA dehydrogenase [EC:1.3.8.12] - K14448
K03482,725,664,-2.402242191620988,0,0,"GntR family transcriptional regulator, glv operon transcriptional regulator","GntR family transcriptional regulator, glv operon transcriptional regulator - K03482"
K23007,1346,1159,-2.4026413217762,0,0,L-galactonate 5-dehydrogenase [EC:1.1.1.414],L-galactonate 5-dehydrogenase [EC:1.1.1.414] - K23007
K03086,61,60,-2.4028597329115815,7.541379932969654e-33,8.329781805097493e-33,RNA polymerase primary sigma factor,RNA polymerase primary sigma factor - K03086
TIGR02100.1,99,97,-2.4031188712308467,4.664517644842474e-52,1.0408325276656476e-51,glycogen debranching protein GlgX,glycogen debranching protein GlgX - TIGR02100.1
PF03808,62,61,-2.403233470889433,2.2452676033903203e-33,2.9685581347044474e-33,Glycosyl transferase WecG/TagA/CpsF family,Glycosyl transferase WecG/TagA/CpsF family - PF03808
K04882,512,480,-2.4034722652004312,1.6059261623991408e-248,5.0140138536751225e-248,"potassium voltage-gated channel Shaker-related subfamily A, beta member 1","potassium voltage-gated channel Shaker-related subfamily A, beta member 1 - K04882"
K22345,416,394,-2.4035008429732843,1.0130285006410707e-204,2.658934345498156e-204,glucosaminate ammonia-lyase [EC:4.3.1.9],glucosaminate ammonia-lyase [EC:4.3.1.9] - K22345
K11692,947,849,-2.403658476591969,0,0,"two-component system, CitB family, response regulator DctR","two-component system, CitB family, response regulator DctR - K11692"
K09883,64,63,-2.403956789678409,1.9904214789665123e-34,2.2190629489457463e-34,cobaltochelatase CobT [EC:6.6.1.2],cobaltochelatase CobT [EC:6.6.1.2] - K09883
K00845,102,100,-2.4040555544769275,1.2293755116309275e-53,1.5594510036088361e-53,glucokinase [EC:2.7.1.2],glucokinase [EC:2.7.1.2] - K00845
NF041638.1,102,100,-2.4040555544769275,1.2293755116309275e-53,2.8492984924263763e-53,RRQRL motif-containing zinc-binding protein,RRQRL motif-containing zinc-binding protein - NF041638.1
TIGR00013.1,65,64,-2.404307109618656,5.926540520316578e-35,9.276805030868674e-35,2-hydroxymuconate tautomerase family protein,2-hydroxymuconate tautomerase family protein - TIGR00013.1
K08079,220,213,-2.4044248308309,5.195217732656164e-112,9.625471847999285e-112,mimosinase [EC:4.3.3.8],mimosinase [EC:4.3.3.8] - K08079
K18130,688,634,-2.4047661596528744,0,0,"TetR/AcrR family transcriptional regulator, transcriptional repressor NalC","TetR/AcrR family transcriptional regulator, transcriptional repressor NalC - K18130"
K11731,852,772,-2.4047704635057365,0,0,citronellyl-CoA dehydrogenase [EC:1.3.99.-],citronellyl-CoA dehydrogenase [EC:1.3.99.-] - K11731
K19564,160,156,-2.4049020122311333,1.2279452594756378e-82,1.9103913822472798e-82,choline transport protein,choline transport protein - K19564
K03490,781,713,-2.405034721143741,0,0,"AraC family transcriptional regulator, dual regulator of chb operon","AraC family transcriptional regulator, dual regulator of chb operon - K03490"
TIGR01728.1,136,133,-2.4052882997313993,9.218679137895245e-71,3.0571034769541934e-70,aliphatic sulfonate ABC transporter substrate-binding protein,aliphatic sulfonate ABC transporter substrate-binding protein - TIGR01728.1
K23139,475,448,-2.4056976511923756,1.649803878007433e-232,4.851566542020684e-232,cytochrome P450 family 110 [EC:1.14.-.-],cytochrome P450 family 110 [EC:1.14.-.-] - K23139
K20568,243,235,-2.405819107479949,2.022642742265624e-123,3.918527989658122e-123,neamine transaminase / 2'-deamino-2'-hydroxyneamine transaminase [EC:2.6.1.93 2.6.1.94],neamine transaminase / 2'-deamino-2'-hydroxyneamine transaminase [EC:2.6.1.93 2.6.1.94] - K20568
K23359,319,306,-2.405926321838442,6.463283487200567e-160,1.4488864683930368e-159,biuret amidohydrolase [EC:3.5.1.84],biuret amidohydrolase [EC:3.5.1.84] - K23359
K03756,276,266,-2.4059781541322756,2.2333910216252134e-139,4.637156814386015e-139,putrescine:ornithine antiporter,putrescine:ornithine antiporter - K03756
K01286,278,268,-2.406480259910517,1.9278167980074663e-140,4.0210356203337735e-140,D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4],D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4] - K01286
PF13018,72,71,-2.406576936666315,1.2302233104931739e-38,1.7320053031973595e-38,Extended Signal Peptide of Type V secretion system,Extended Signal Peptide of Type V secretion system - PF13018
K00257,878,795,-2.406925486946127,0,0,acyl-ACP dehydrogenase [EC:1.3.99.-],acyl-ACP dehydrogenase [EC:1.3.99.-] - K00257
K16026,955,858,-2.406942961582766,0,0,methoxymalonate biosynthesis protein,methoxymalonate biosynthesis protein - K16026
K10711,731,672,-2.4069817969913507,0,0,"GntR family transcriptional regulator, frlABCD operon transcriptional regulator","GntR family transcriptional regulator, frlABCD operon transcriptional regulator - K10711"
PF01966,398,379,-2.4071622703032554,1.9642046034781237e-197,9.770550950491822e-197,HD domain,HD domain - PF01966
K15947,170,166,-2.407542139178967,6.428607098793125e-88,1.035191779767073e-87,aklavinone 7-alpha-L-rhodosaminyltransferase auxiliary protein,aklavinone 7-alpha-L-rhodosaminyltransferase auxiliary protein - K15947
PF02776,650,603,-2.40771774271076,1.512305761354e-311,1.3011430680095e-310,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain","Thiamine pyrophosphate enzyme, N-terminal TPP binding domain - PF02776"
K03610,76,75,-2.407753193925217,9.67276600348578e-41,1.1174443401489454e-40,septum site-determining protein MinC,septum site-determining protein MinC - K03610
K11948,76,75,-2.407753193925217,9.67276600348578e-41,1.1174443401489454e-40,1-hydroxy-2-naphthoate dioxygenase [EC:1.13.11.38],1-hydroxy-2-naphthoate dioxygenase [EC:1.13.11.38] - K11948
PF00982,76,75,-2.407753193925217,9.67276600348578e-41,1.3921831119019495e-40,Glycosyltransferase family 20,Glycosyltransferase family 20 - PF00982
TIGR01222.1,76,75,-2.407753193925217,9.67276600348578e-41,1.6596013654242472e-40,septum site-determining protein MinC,septum site-determining protein MinC - TIGR01222.1
K24119,115,113,-2.407757854486656,1.7559014975255723e-60,2.3461992261494308e-60,NADH-dependent peroxiredoxin subunit C [EC:1.11.1.26],NADH-dependent peroxiredoxin subunit C [EC:1.11.1.26] - K24119
K10027,79,78,-2.40858791987242,2.5538014204722145e-42,2.975671827297546e-42,phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31],phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31] - K10027
K01621,79,78,-2.40858791987242,2.5538014204722145e-42,2.975671827297546e-42,xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22],xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22] - K01621
K13867,197,192,-2.4086249593465308,2.0893698867923632e-101,3.663713022778766e-101,"solute carrier family 7 (L-type amino acid transporter), member 7","solute carrier family 7 (L-type amino acid transporter), member 7 - K13867"
K02075,80,79,-2.408858022189474,7.604199011339951e-43,8.889315744348852e-43,zinc/manganese transport system permease protein,zinc/manganese transport system permease protein - K02075
K21782,984,883,-2.408889013033118,0,0,L-prolyl-PCP dehydrogenase [EC:1.3.8.14],L-prolyl-PCP dehydrogenase [EC:1.3.8.14] - K21782
K10235,2593,2002,-2.4092581852926416,0,0,alpha-glucoside transport system ATP-binding protein,alpha-glucoside transport system ATP-binding protein - K10235
PF01740,347,333,-2.409504662272182,4.447422229836888e-174,1.9419853082539644e-173,STAS domain,STAS domain - PF01740
K05372,462,438,-2.4097006357169377,7.029689963028098e-228,2.0232578928071677e-227,AraC family transcriptional regulator,AraC family transcriptional regulator - K05372
K16237,482,456,-2.4097296908474917,4.46030908873578e-237,1.3319754273338572e-236,aromatic amino acid permease,aromatic amino acid permease - K16237
K13032,84,83,-2.4099016011299876,5.976318858250602e-45,7.092276028938156e-45,prunasin beta-glucosidase [EC:3.2.1.118],prunasin beta-glucosidase [EC:3.2.1.118] - K13032
PF04539,124,122,-2.4100502430642115,3.184544806527863e-65,5.980353747424596e-65,Sigma-70 region 3,Sigma-70 region 3 - PF04539
PF04932,156,153,-2.410433173142403,2.5926404417866334e-81,5.81342060450806e-81,O-Antigen ligase,O-Antigen ligase - PF04932
K05501,619,578,-2.4112450424221183,2.009248087312025e-299,7.526039208121631e-299,TetR/AcrR family transcriptional regulator,TetR/AcrR family transcriptional regulator - K05501
K00270,91,90,-2.4116047435704377,1.2385297631796795e-48,1.512081193077483e-48,phenylalanine dehydrogenase [EC:1.4.1.20],phenylalanine dehydrogenase [EC:1.4.1.20] - K00270
PF07978,161,158,-2.4116094695510477,5.9425118169815425e-84,1.36542581116203e-83,NIPSNAP,NIPSNAP - PF07978
K01957,132,130,-2.411944469784297,1.934372331411235e-69,2.732676060848368e-69,"N-3-fumaroyl-(S)-2,3-diaminopropanoate amidotransferase [EC:6.3.5.-]","N-3-fumaroyl-(S)-2,3-diaminopropanoate amidotransferase [EC:6.3.5.-] - K01957"
NF033550.5,232,226,-2.412042869670962,3.6749106114524975e-119,2.936428574293948e-118,ISL3 family transposase,ISL3 family transposase - NF033550.5
K23464,600,562,-2.412428834734684,1.8063507140163847e-291,6.612722496925479e-291,"flavin-dependent trigonelline monooxygenase, oxygenase component [EC:1.14.14.-]","flavin-dependent trigonelline monooxygenase, oxygenase component [EC:1.14.14.-] - K23464"
K11410,1025,919,-2.4125777091843355,0,0,short-chain 2-methylacyl-CoA dehydrogenase [EC:1.3.8.5],short-chain 2-methylacyl-CoA dehydrogenase [EC:1.3.8.5] - K11410
PF09361,96,95,-2.412741320880284,2.893123570455014e-51,4.680171346912951e-51,Phasin protein,Phasin protein - PF09361
PF09990,96,95,-2.412741320880284,2.893123570455014e-51,4.680171346912951e-51,Predicted membrane protein (DUF2231),Predicted membrane protein (DUF2231) - PF09990
K12243,485,460,-2.4127434889608512,1.72545072767613e-239,5.199192084357436e-239,"AraC family transcriptional regulator, transcriptional activator of the genes for pyochelin and ferripyochelin receptors","AraC family transcriptional regulator, transcriptional activator of the genes for pyochelin and ferripyochelin receptors - K12243"
K01710,827,757,-2.41315076368091,0,0,"dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]","dTDP-glucose 4,6-dehydratase [EC:4.2.1.46] - K01710"
K00062,363,349,-2.4132341450995543,1.229300269724752e-182,2.9712045129254625e-182,D-arabinose 1-dehydrogenase [EC:1.1.1.116],D-arabinose 1-dehydrogenase [EC:1.1.1.116] - K00062
K16705,138,136,-2.4132914162663854,1.3271752020918058e-72,1.9198421178728375e-72,teichuronic acid biosynthesis protein TuaE,teichuronic acid biosynthesis protein TuaE - K16705
K12957,1222,1075,-2.4133784515921706,0,0,alcohol/geraniol dehydrogenase (NADP+) [EC:1.1.1.2 1.1.1.183],alcohol/geraniol dehydrogenase (NADP+) [EC:1.1.1.2 1.1.1.183] - K12957
K23980,100,99,-2.4136102934331873,2.268891055041177e-53,2.870069816530996e-53,cysteinylglycine-S-conjugate dipeptidase [EC:3.4.13.23],cysteinylglycine-S-conjugate dipeptidase [EC:3.4.13.23] - K23980
PF04828,293,284,-2.41377270915962,3.238821946871784e-149,1.2154738905627067e-148,Glutathione-dependent formaldehyde-activating enzyme,Glutathione-dependent formaldehyde-activating enzyme - PF04828
PF00011,339,327,-2.4139490194744444,2.196376213434464e-171,9.501269913981863e-171,Hsp20/alpha crystallin family,Hsp20/alpha crystallin family - PF00011
K13236,1882,1555,-2.414204655338223,0,0,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial [EC:1.3.1.124]","2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial [EC:1.3.1.124] - K13236"
K01537,103,102,-2.4142412647752427,5.976419981633592e-55,7.662547687665393e-55,P-type Ca2+ transporter type 2C [EC:7.2.2.10],P-type Ca2+ transporter type 2C [EC:7.2.2.10] - K01537
K15856,959,867,-2.4143919217574217,0,0,GDP-4-dehydro-6-deoxy-D-mannose reductase [EC:1.1.1.281],GDP-4-dehydro-6-deoxy-D-mannose reductase [EC:1.1.1.281] - K15856
K00060,1349,1173,-2.414403449317636,0,0,threonine 3-dehydrogenase [EC:1.1.1.103],threonine 3-dehydrogenase [EC:1.1.1.103] - K00060
K23977,296,287,-2.4144430350425314,8.169260148099678e-151,1.7687702041367568e-150,L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase [EC:2.6.1.117],L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase [EC:2.6.1.117] - K23977
K00354,609,571,-2.4145211800394404,2.2866299890388222e-296,8.47000220791895e-296,NADPH2 dehydrogenase [EC:1.6.99.1],NADPH2 dehydrogenase [EC:1.6.99.1] - K00354
PF07291,145,143,-2.414794659032674,2.69560597394266e-76,5.69780953363858e-76,Methylamine utilisation protein MauE,Methylamine utilisation protein MauE - PF07291
K20997,107,106,-2.4150577372203097,4.680721977191002e-57,6.093333938594369e-57,polysaccharide biosynthesis protein PslA,polysaccharide biosynthesis protein PslA - K20997
K10191,2470,1937,-2.4156153764551784,0,0,lactose/L-arabinose transport system ATP-binding protein,lactose/L-arabinose transport system ATP-binding protein - K10191
PF03929,207,203,-2.4160674916702436,1.7266778403160588e-107,4.7524557145192e-107,PepSY-associated TM region,PepSY-associated TM region - PF03929
K18305,153,151,-2.416435198404067,1.6181439119260473e-80,2.478943013437028e-80,transmembrane protein,transmembrane protein - K18305
K00055,634,594,-2.416565282046996,2.1440584576230556e-308,8.240556220856687e-308,aryl-alcohol dehydrogenase [EC:1.1.1.90],aryl-alcohol dehydrogenase [EC:1.1.1.90] - K00055
K16567,154,152,-2.4166350679386004,4.79917287290054e-81,7.383796543006421e-81,exopolysaccharide production protein ExoQ,exopolysaccharide production protein ExoQ - K16567
K16173,990,894,-2.4166444058670797,0,0,glutaryl-CoA dehydrogenase (non-decarboxylating) [EC:1.3.99.32],glutaryl-CoA dehydrogenase (non-decarboxylating) [EC:1.3.99.32] - K16173
K02275,116,115,-2.416805448913661,8.51460309018773e-62,1.1481188011755559e-61,cytochrome c oxidase subunit II [EC:7.1.1.9],cytochrome c oxidase subunit II [EC:7.1.1.9] - K02275
K03291,831,763,-2.416990437598661,0,0,"MFS transporter, SET family, sugar efflux transporter","MFS transporter, SET family, sugar efflux transporter - K03291"
K07697,256,250,-2.4173008545922032,6.657838007608498e-132,1.334765922422072e-131,"two-component system, sporulation sensor kinase B [EC:2.7.13.3]","two-component system, sporulation sensor kinase B [EC:2.7.13.3] - K07697"
K09813,215,211,-2.4177203631644995,9.977710562034205e-112,1.8452132383555134e-111,hemin transport system permease protein,hemin transport system permease protein - K09813
K19735,51,51,-2.4181093832517946,2.256878330339554e-28,2.4348226364369856e-28,"LysR family transcriptional regulator, quorum-sensing system regulator MvfR","LysR family transcriptional regulator, quorum-sensing system regulator MvfR - K19735"
K21610,51,51,-2.4181093832517946,2.256878330339554e-28,2.4348226364369856e-28,"Ni-sirohydrochlorin a,c-diamide reductive cyclase subunit CfbC [EC:6.3.3.7]","Ni-sirohydrochlorin a,c-diamide reductive cyclase subunit CfbC [EC:6.3.3.7] - K21610"
K21908,51,51,-2.4181093832517946,2.256878330339554e-28,2.4348226364369856e-28,membrane protein HdeD,membrane protein HdeD - K21908
PF03170,51,51,-2.4181093832517946,2.256878330339554e-28,2.853962091115288e-28,Bacterial cellulose synthase subunit,Bacterial cellulose synthase subunit - PF03170
K18939,772,714,-2.4182458762929704,0,0,"TetR/AcrR family transcriptional regulator, lmrAB and yxaGH operons repressor","TetR/AcrR family transcriptional regulator, lmrAB and yxaGH operons repressor - K18939"
K18244,1054,947,-2.41827671880521,0,0,acyl-CoA dehydrogenase [EC:1.3.99.-],acyl-CoA dehydrogenase [EC:1.3.99.-] - K18244
K26598,53,53,-2.4183362561137542,1.9979638417688767e-29,2.1671654579983832e-29,heat shock 70kDa protein 2,heat shock 70kDa protein 2 - K26598
K23722,54,54,-2.4184497156464775,5.945398097183404e-30,6.461491682008353e-30,iron(III)-enterobactin esterase [EC:3.1.1.108],iron(III)-enterobactin esterase [EC:3.1.1.108] - K23722
K24264,55,55,-2.418563190529851,1.7693193431444344e-30,1.9283463047807023e-30,aspartate 1-decarboxylase [EC:4.1.1.11],aspartate 1-decarboxylase [EC:4.1.1.11] - K24264
K25988,55,55,-2.418563190529851,1.7693193431444344e-30,1.9283463047807023e-30,Poxviridae DNA topoisomerase 1B [EC:5.6.2.1],Poxviridae DNA topoisomerase 1B [EC:5.6.2.1] - K25988
K03760,55,55,-2.418563190529851,1.7693193431444344e-30,1.9283463047807023e-30,lipid A ethanolaminephosphotransferase [EC:2.7.8.43],lipid A ethanolaminephosphotransferase [EC:2.7.8.43] - K03760
PF05506,55,55,-2.418563190529851,1.7693193431444344e-30,2.2770796864955796e-30,"Bacterial phospholipase C, C-terminal domain","Bacterial phospholipase C, C-terminal domain - PF05506"
K19067,927,844,-2.418613995200252,0,0,cyclohexane-1-carbonyl-CoA dehydrogenase [EC:1.3.8.11],cyclohexane-1-carbonyl-CoA dehydrogenase [EC:1.3.8.11] - K19067
NF010258.0,56,56,-2.418676680865873,5.26575754579873e-31,7.805601733083277e-31,plasmid SOS inhibition protein A,plasmid SOS inhibition protein A - NF010258.0
K23271,1407,1221,-2.418728533530949,0,0,erythritol/L-threitol dehydrogenase [EC:1.1.1.-],erythritol/L-threitol dehydrogenase [EC:1.1.1.-] - K23271
K01066,388,374,-2.4187611722910427,4.958343982521161e-196,1.257922323427861e-195,acetyl esterase [EC:3.1.1.-],acetyl esterase [EC:3.1.1.-] - K01066
K00936,57,57,-2.4187901865418238,1.5672647107703833e-31,1.7148485190164036e-31,"two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]","two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3] - K00936"
