Profile	Meta_mean	Isolate_mean	Meta_n	Isolate_n	t	p	Cohen_d	q	Name
PF21302	9.55544735280872e-05	0.0018689389585529977	115	413	-39.82985404390403	0.0	-0.09217995140550178	0.0	RlmA, N-terminal
K14194	2.0228482962672607e-06	0.0018950367222486297	9	2404	-91.6396518540891	0.0	-0.09223546883522588	0.0	serine-aspartate repeat-containing protein C/D/E
PF21631	0.0001254671782847058	0.00200922251234269	151	444	-39.856515265860246	0.0	-0.09224165462293325	0.0	A9CJY8-like, N-terminal domain
PF03824	0.008158690222367723	0.017128169390128564	9819	3785	-39.871303700584406	0.0	-0.09227588013610571	0.0	High-affinity nickel-transport protein
TIGR00209.1	0.00032534930845589923	0.0028504975254883443	92	163	-20.127484591047246	4.786024812714666e-90	-0.09228867703698884	1.0297150377130086e-89	galactose-1-phosphate uridylyltransferase
TIGR00854.1	0.0004986331792639325	0.0033926166867775387	141	194	-20.12785618079881	4.75031765543626e-90	-0.09229038085280433	1.0224169966928061e-89	mannose/fructose/sorbose PTS transporter subunit IIB
K12711	0.002130284016891233	0.0074240664934016615	9478	9418	-91.71008427903735	0.0	-0.09230635919332812	0.0	L-demethylnoviosyl transferase [EC:2.4.1.302]
K22712	0.0012797886887717534	0.005650425634391921	5694	7168	-91.72690535486265	0.0	-0.09232328963537663	0.0	1H-pyrrole-2-carbonyl-[peptidyl-carrier protein] chlorinase [EC:1.14.19.56]
NF011630.0	0.005205588935294388	0.012591154713813547	1472	720	-20.13623039360575	4.012477140093217e-90	-0.0923287783494057	8.639355407356465e-90	manganese/iron ABC transporter ATP-binding protein
K11261	0.0	0.0018887304436388174	0	2396	-91.7561182564151	0.0	-0.09235269247155303	0.0	formylmethanofuran dehydrogenase subunit E [EC:1.2.7.12]
PF18309	0.0	0.0013213805711803277	0	292	-39.904712446159714	0.0	-0.09235319943886429	0.0	Argonaute PAZ domain
PF11483	0.0	0.0013213805711803277	0	292	-39.904712446159714	0.0	-0.09235319943886429	0.0	Protein of unknown function (DUF3209)
PF17915	0.0	0.0013213805711803277	0	292	-39.904712446159714	0.0	-0.09235319943886429	0.0	Reverse gyrase zinc finger
K08644	0.0	0.001889518728465044	0	2397	-91.7753002708592	0.0	-0.09237199920242399	0.0	tentoxilysin [EC:3.4.24.68]
K06011	0.0	0.001889518728465044	0	2397	-91.7753002708592	0.0	-0.09237199920242399	0.0	botulinum neurotoxin [EC:3.4.24.69]
PF16804	0.00033070156925372785	0.002796620523936447	398	618	-39.93285841260681	0.0	-0.09241833886459493	0.0	Domain of unknown function (DUF5071)
PF13079	0.00013626898833570697	0.002063525823487087	164	456	-39.94679787618602	0.0	-0.09245059956718082	0.0	Protein of unknown function (DUF3916)
K21346	0.0071813362126705825	0.015969862294523705	31951	20259	-91.86484104967242	0.0	-0.09246212215189632	0.0	methionine transaminase [EC:2.6.1.88]
PF17436	0.0	0.0013259058471090275	0	293	-39.973074595852616	0.0	-0.09251141291435735	0.0	Family of unknown function (DUF5415)
PF09150	0.0	0.0013259058471090275	0	293	-39.973074595852616	0.0	-0.09251141291435735	0.0	Orange carotenoid protein, N-terminal
PF03799	0.0	0.0013259058471090275	0	293	-39.973074595852616	0.0	-0.09251141291435735	0.0	Cell division protein FtsQ/DivIB, C-terminal
PF12570	0.003560442774503075	0.009765545454134066	4285	2158	-39.97913415218104	0.0	-0.09252543680727139	0.0	Protein of unknown function (DUF3750)
PF06119	0.0	0.0013304311230377273	0	294	-40.0413206496482	0.0	-0.09266935770410124	0.0	Nidogen-like
PF18679	0.0	0.0013304311230377273	0	294	-40.0413206496482	0.0	-0.09266935770410124	0.0	ThcOx helix turn helix domain
NF041450.1	7.780092158728025e-05	0.0018886732070720318	22	108	-20.212086702266927	8.668964177831188e-91	-0.092676595203498	1.8679398339505984e-90	MobP1 family relaxase
NF041452.1	9.194654369405849e-05	0.0019586240665932183	26	112	-20.222280793598216	7.052624410288096e-91	-0.09272333721928759	1.520232372884323e-90	DNA distortion polypeptide 3
NF004853.0	0.0026487677394942235	0.008184250563978805	749	468	-20.225593514156913	6.595062389662398e-91	-0.09273852672776153	1.4221379825183835e-90	acetyl-CoA C-acetyltransferase
K00459	0.0015196085923403276	0.00620143672792428	6761	7867	-92.15086999405682	0.0	-0.09275001078145753	0.0	nitronate monooxygenase [EC:1.13.12.16]
NF007799.0	0.0024082921636789933	0.007729569977091093	681	442	-20.237514320666236	5.180228546863785e-91	-0.09279318608954035	1.1174688267509023e-90	multidrug transporter subunit MdtD
PF17925	0.0002359780041911023	0.0024753259329987646	284	547	-40.095282394084336	0.0	-0.09279424369977665	0.0	Tetracyclin repressor-like, C-terminal domain
PF14137	0.00020855802483086858	0.00237124458663867	251	524	-40.0964955634145	0.0	-0.09279705138995241	0.0	Domain of unknown function (DUF4304)
K21385	0.00523962660917582	0.012957825973512053	23312	16438	-92.36001072404949	0.0	-0.09296051128962325	0.0	5,7-dihydroxy-2-methylchromone synthase [EC:2.3.1.216]
TIGR00571.1	0.0021430617491769014	0.007222426245562493	606	413	-20.27625583879196	2.3610627373484762e-91	-0.09297082395770288	5.095159142475614e-91	Dam family site-specific DNA-(adenine-N6)-methyltransferase
PF12224	0.0005517232210665208	0.0035025635688136084	664	774	-40.17279373523038	0.0	-0.09297363154418958	0.0	Putative amidoligase enzyme
PF08643	0.0005517232210665208	0.0035025635688136084	664	774	-40.172793735230385	0.0	-0.0929736315441896	0.0	Fungal family of unknown function (DUF1776)
TIGR00227.1	0.0002970580642423428	0.002780546665967158	84	159	-20.27813291989183	2.2727802383741253e-91	-0.09297943076252313	4.9064961539853335e-91	riboflavin-specific deaminase C-terminal domain
TIGR03186.1	0.0018141760351943078	0.006557893080111222	513	375	-20.281215757238066	2.1348776947853843e-91	-0.09299356620895301	4.6105302065119834e-91	alpha-ketoglutarate dehydrogenase
K00897	0.0627781978309672	0.08616741435482435	279311	109310	-92.39722570511384	0.0	-0.09299796823273374	0.0	kanamycin kinase [EC:2.7.1.95]
PF16786	0.0006098868136488349	0.003669998778175499	734	811	-40.19346254121406	0.0	-0.09302146625453236	0.0	Recombination enhancement, RecA-dependent nuclease
K19219	0.0006448390846656412	0.004147954755604114	2869	5262	-92.43015192550402	0.0	-0.09303110853077304	0.0	peptidyl-lysine (3S)-dioxygenase / protease [EC:1.14.11.63 3.4.-.-]
K09689	0.0005632508700495284	0.003925658434608226	2506	4980	-92.45539538376137	0.0	-0.09305651611537515	0.0	capsular polysaccharide transport system ATP-binding protein [EC:7.6.2.12]
PF12158	0.001076026462772808	0.004869196899280934	1295	1076	-40.2295760990511	0.0	-0.09310504542112506	0.0	Protein of unknown function (DUF3592)
K21375	0.03586622409742757	0.054077915648793884	159575	68602	-92.50822629255408	0.0	-0.09310969051688031	0.0	albonoursin synthase [EC:1.3.3.13]
NF010461.0	0.006096763128021416	0.014095098193519054	1724	806	-20.308407049774488	1.2286343014404444e-91	-0.09311824390545104	2.654388111417011e-91	conjugal transfer protein TraL
PF01081	0.013755689645717249	0.025269140785859418	16555	5584	-40.24159314793801	0.0	-0.09313285699636238	0.0	KDPG and KHG aldolase
K20662	0.005583061297697639	0.013533273896657436	24840	17168	-92.56292773820182	0.0	-0.09316474761698057	0.0	gibberellin 13-/12alpha-oxidase [EC:1.14.-.-]
PF18845	0.0001379308052666302	0.0020952027549879853	166	463	-40.278147864090045	0.0	-0.0932174571546964	0.0	Bacterial archaeo-eukaryotic release factor family 3
TIGR03965.1	0.0003041308752957319	0.0028155220957277512	86	161	-20.339439075096784	6.534158084034662e-92	-0.09326053215562052	1.4121973834943494e-91	mycofactocin biosynthesis glycosyltransferase MftF
PF00514	0.0012430390643305951	0.005267421181006512	1496	1164	-40.300670627933634	0.0	-0.09326958255978403	0.0	Armadillo/beta-catenin-like repeat
K13638	0.002059484326521879	0.0073507560045625924	9163	9325	-92.67064925251839	0.0	-0.09327316950833008	0.0	MerR family transcriptional regulator, Zn(II)-responsive regulator of zntA
PF12501	0.0	0.0013485322267525262	0	298	-40.31315568328986	0.0	-0.09329847726260578	0.0	Phosphate ATP-binding cassette transporter
PF11812	0.0	0.0013485322267525262	0	298	-40.31315568328986	0.0	-0.09329847726260578	0.0	Domain of unknown function (DUF3333)
K14213	4.0232205003537736e-05	0.002135463594247728	179	2709	-92.71868924373909	0.0	-0.09332152184297378	0.0	Xaa-Pro dipeptidase [EC:3.4.13.9]
NF008893.0	0.0005375336400575727	0.003550006120700208	152	203	-20.354077071583085	4.849399462707871e-92	-0.0933276503950648	1.0492670368649205e-91	RNA polymerase sigma factor
K22331	2.4274179555207127e-05	0.002058211681277526	108	2611	-92.76000330082339	0.0	-0.0933631045132214	0.0	beta-lactamase class D OXA-184 [EC:3.5.2.6]
K01477	0.0004517694528330215	0.0036213804916847775	2010	4594	-92.78505594661242	0.0	-0.09338832004474257	0.0	allantoicase [EC:3.5.3.4]
K08355	0.0049229384703490895	0.012484066792949895	21903	15837	-92.84291015111671	0.0	-0.09344655040211056	0.0	arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1]
K13232	0.005210857211184463	0.012957825973512053	23184	16438	-92.85359614937099	0.0	-0.09345730587792274	0.0	stilbene synthase [EC:2.3.1.95]
K10911	0.0031799175217321336	0.009487007883636546	14148	12035	-92.88409377800907	0.0	-0.09348800179414335	0.0	two-component system, phosphorelay protein LuxU
K21259	0.002057686239147419	0.007362580276955991	9155	9340	-92.89203591682785	0.0	-0.09349599557066564	0.0	calicheamicinone 4-hydroxyamino-4,6-dideoxy-alpha-D-glucosyltransferase [EC:2.4.1.-]
K20742	0.0026627426406531374	0.008535548098381099	11847	10828	-92.90954783151051	0.0	-0.09351362134322458	0.0	gamma-D-glutamyl-L-lysine dipeptidyl-peptidase [EC:3.4.14.13]
PF14103	0.0003464888300974988	0.0028916513184391417	417	639	-40.429110141381045	0.0	-0.09356683567286547	0.0	Domain of unknown function (DUF4276)
PF10892	6.730358570239185e-05	0.0017693828881216033	81	391	-40.43248073159125	0.0	-0.09357463637535968	0.0	Protein of unknown function (DUF2688)
K20622	0.0014973572610813878	0.00620616643688164	6662	7873	-92.9784474782929	0.0	-0.09358296895743935	0.0	beta-amyrin 16alpha-hydroxylase [EC:1.14.14.171]
PF05565	0.004822592733539288	0.012010082314769143	5804	2654	-40.447005598243834	0.0	-0.09360825190156095	0.0	Siphovirus Gp157
PF20376	0.0	0.0013575827786099256	0	300	-40.44839179715185	0.0	-0.09361146004156165	0.0	Domain of unknown function (DUF6671)
K25519	0.0039481503524700775	0.0108602000509232	17566	13777	-93.08011410337532	0.0	-0.09368529659225297	0.0	putative sporulation hydrolase
PF21307	0.0019085967451653591	0.0067290853059765315	2297	1487	-40.48959456386017	0.0	-0.09370681738404048	0.0	Glycoside hydrolase family 95, C-terminal domain
TIGR00224.1	0.0009442202756274467	0.0046517321581588935	267	266	-20.449268362889338	6.9387059368982056e-93	-0.09376412214096812	1.5024674262908979e-92	phosphoenolpyruvate carboxykinase (ATP)
K26181	0.025690622884437825	0.04146851156847397	114302	52606	-93.19035464566103	0.0	-0.09379625388963077	0.0	naringenin degradation protein FdeC
K12435	0.007749756583921683	0.016985173150703504	34480	21547	-93.22315855377586	0.0	-0.09382927108015236	0.0	polyketide synthase 8
K11711	0.009559082004471843	0.019686625250181895	42530	24974	-93.22792651848489	0.0	-0.09383407004491741	0.0	two-component system, LuxR family, sensor histidine kinase DctS [EC:2.7.13.3]
K00373	0.007567924998179437	0.01670927346152421	33671	21197	-93.23357433068185	0.0	-0.09383975457770793	0.0	nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW
NF006192.0	0.0010573852524816726	0.004931535596243639	299	282	-20.468142621596648	4.713968735630883e-93	-0.09385066451829659	1.0211219937174696e-92	bifunctional aldolase/short-chain dehydrogenase
K22871	0.0004890797658530621	0.003756177196969518	2176	4765	-93.29170883221006	0.0	-0.09389826705451759	0.0	adenylate dimethylallyltransferase [EC:2.5.1.27]
K01279	0.0050402636715325905	0.012720552240817862	22425	16137	-93.30298150026147	0.0	-0.09390961301450008	0.0	tripeptidyl-peptidase I [EC:3.4.14.9]
K16231	0.005042511280750665	0.01272528194977522	22435	16143	-93.31392635952975	0.0	-0.09392062903437272	0.0	fungal type III polyketide synthase
K08218	0.05292827519367649	0.07483424340816522	235487	94933	-93.34341169503304	0.0	-0.09395030607579405	0.0	MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG
K16158	0.006832956783868999	0.015591485577934962	30401	19779	-93.37029814706311	0.0	-0.09397736733648344	0.0	methane monooxygenase component A beta chain [EC:1.14.13.25]
K21614	5.57407086082534e-05	0.002237152336830953	248	2838	-93.38686321226575	0.0	-0.09399404010339536	0.0	L-proline cis-4-hydroxylase [EC:1.14.11.56]
PF14281	0.0016601551139923325	0.00622677967789086	1998	1376	-40.615293817679024	0.0	-0.09399772859591578	0.0	PD-(D/E)XK nuclease superfamily
PF09314	0.00044370512055650924	0.003221996461234224	534	712	-40.631314663467165	0.0	-0.09403480633123959	0.0	Domain of unknown function (DUF1972)
K15929	0.0011060484962145765	0.005354818824556964	4921	6793	-93.4297466546218	0.0	-0.09403720236264614	0.0	glycosyltransferase [EC:2.4.1.-]
PF03527	0.003398415623738058	0.009593584968843475	4090	2120	-40.6544860019084	0.0	-0.09408843276052951	0.0	RHS protein
K08677	0.005029924669129447	0.012720552240817862	22379	16137	-93.4842559446173	0.0	-0.09409206605774852	0.0	kumamolisin
PF12623	0.0010610701103944988	0.004882772727067033	1277	1079	-40.661289736630565	0.0	-0.09410417893764011	0.0	RNA repair, ligase-Pnkp-associating, region of Hen1
PF02355	0.007325289031509711	0.016051153719098023	8816	3547	-40.67166578853057	0.0	-0.09412819268267841	0.0	Protein export membrane protein
K25766	0.005947623512869361	0.01421356370169095	26462	18031	-93.53468937082762	0.0	-0.09414282738886841	0.0	kojibiose hydrolase [EC:3.2.1.216]
PF01923	0.0011458227738715848	0.005086410143858522	1379	1124	-40.67851588540688	0.0	-0.0941440461577247	0.0	Cobalamin adenosyltransferase
K23189	0.0012065166282625172	0.005594457411729836	5368	7097	-93.5445602909887	0.0	-0.09415276248716342	0.0	O26/O145-antigen biosynthesis N-acetyl-L-fucosamine transferase
PF13306	0.00011715809363008953	0.002031848891986189	141	449	-40.68322126421367	0.0	-0.09415493601911551	0.0	BspA type Leucine rich repeat region (6 copies)
K18800	1.528374268290819e-05	0.0020479639785365806	68	2598	-93.62046952483303	0.0	-0.09422916526293677	0.0	2-polyprenylphenol 6-hydroxylase [EC:1.14.13.240]
PF14717	0.0	0.0013756838823247247	0	304	-40.71752385089914	0.0	-0.094234323976959	0.0	Domain of unknown function (DUF4465)
K16051	0.008694201977356686	0.018462418915052063	38682	23421	-93.70474638648737	0.0	-0.09431399007064147	0.0	3-oxo-5alpha-steroid 4-dehydrogenase [EC:1.3.99.5]
PF08017	0.0	0.0013802091582534246	0	305	-40.78453088705469	0.0	-0.09438940125466723	0.0	Fibrinogen binding protein
TIGR03807.1	0.0013615161277774044	0.0056660196212160955	385	324	-20.590889508103214	3.782396263919249e-94	-0.09441348436371032	8.215048887442072e-94	putative cofactor-binding repeat
NF010998.0	0.0013296884780371536	0.0055960687616949095	376	320	-20.59785359849529	3.2765112997128145e-94	-0.09444541615757872	7.119010694098876e-94	acylphosphatase
K05373	0.03818395872310623	0.057214500972349334	169887	72581	-93.90005001330064	0.0	-0.0945105635104121	0.0	MFS transporter, putative signal transducer
K19702	0.00015081457853281465	0.0026691324216031034	671	3386	-94.03633165850859	0.0	-0.09464773122313326	0.0	aminopeptidase S [EC:3.4.11.24]
PF11196	0.0003174070338063418	0.002832822731366045	382	626	-40.89673116290345	0.0	-0.09464907119882573	0.0	Protein of unknown function DUF2834
NF007831.0	0.01445682579312735	0.02651137575852963	4088	1516	-20.660221296788514	9.037492986863568e-95	-0.09473138494514813	1.965105332971892e-94	glutathione transferase GstA
K21966	0.019498009966798315	0.03357541560346751	86750	42593	-94.13561112712283	0.0	-0.09474765618081347	0.0	Mat/Ecp fimbriae outer membrane usher protein
NF001211.0	0.0027972967716153947	0.008603955721105923	791	492	-20.666067850788522	8.008022716997612e-95	-0.09475819260367324	1.741919954746383e-94	glucose-6-phosphate isomerase
NF007557.0	0.005746658980878655	0.013692880751272231	1625	783	-20.677599658246958	6.307913623904599e-95	-0.09481106832440077	1.3726307859165786e-94	D-alanyl-D-alanine dipeptidase
NF000491.1	0.0017611299522938895	0.006557893080111222	498	375	-20.683486622335355	5.5841338997935285e-95	-0.09483806127153359	1.2155952190383553e-94	type A chloramphenicol O-acetyltransferase
PF07881	0.0	0.0013937849860395238	0	308	-40.98489831680224	0.0	-0.09485312025090092	0.0	L-fucose isomerase, first N-terminal domain
PF07882	0.0	0.0013937849860395238	0	308	-40.98489831680224	0.0	-0.09485312025090092	0.0	L-fucose isomerase, second N-terminal domain
TIGR03796.1	0.00013791981554108772	0.0022384275046779638	39	128	-20.68697939352796	5.194516335037641e-95	-0.09485407634937902	1.1312106919870784e-94	NHLP family bacteriocin export ABC transporter peptidase/permease/ATPase subunit
PF14253	0.0008674684379419395	0.004439295686054457	1044	981	-40.98673712141964	0.0	-0.0948573758758422	0.0	Bacteriophage abortive infection AbiH
K02281	0.0006749570481878426	0.004324530556678861	3003	5486	-94.2478607806197	0.0	-0.09486063565211655	0.0	pilus assembly protein CpaD
K01932	0.0	0.0019935723255269486	0	2529	-94.27333060946597	0.0	-0.09488627107910981	0.0	gamma-polyglutamate synthase [EC:6.3.2.-]
PF20062	0.0002575816242931046	0.002629185314574556	310	581	-41.01058211971604	0.0	-0.0949125613852293	0.0	Family of unknown function (DUF6461)
K26592	0.02208545769864595	0.03702652657268735	98262	46971	-94.42177472216564	0.0	-0.09503568033649634	0.0	hydroxy mycolic acid synthase MmaA4
PF03575	0.003656828156496624	0.010127567528430047	4401	2238	-41.074717761490405	0.0	-0.09506099327090997	0.0	Peptidase family S51
K24439	0.0049768810915828835	0.012724493664948993	22143	16142	-94.46022528413431	0.0	-0.09507438089393412	0.0	versicolorin B desaturase [EC:1.14.-.-]
NF001490.0	0.002330491242091713	0.007729569977091093	659	442	-20.737485069397223	1.8228706039570656e-95	-0.09508565531235119	3.971179469526565e-95	5'/3'-nucleotidase SurE
TIGR02391.1	0.0041941769546597445	0.011139674378748929	1186	637	-20.754090925385253	1.2911725819033492e-95	-0.09516179659435142	2.813930192777177e-95	TIGR02391 family protein
K11032	0.0	0.0020061848827465736	0	2545	-94.57167337078974	0.0	-0.09518655358681846	0.0	hemolysin II
K11038	0.0	0.0020061848827465736	0	2545	-94.57167337078974	0.0	-0.09518655358681846	0.0	leukocidin/hemolysin toxin family protein
TIGR01851.1	0.0023269548365650186	0.007729569977091093	658	442	-20.76049680576907	1.1302553204348256e-95	-0.09519116887995449	2.4641718852756216e-95	N-acetyl-gamma-glutamyl-phosphate reductase
K12724	0.0022404168685768947	0.007845798875432866	9968	9953	-94.58994931167393	0.0	-0.09520494835307684	0.0	clorobiocin/coumermycin A biosynthesis protein CloN7/CouN7
K21550	0.0045934389589793335	0.012098595512925112	20437	15348	-94.62595539896908	0.0	-0.09524118854250793	0.0	5-hydroxyfuranocoumarin 5-O-methyltransferase [EC:2.1.1.69]
K11782	0.00013036133464833458	0.0026155290534196976	580	3318	-94.67186475388817	0.0	-0.0952873963880116	0.0	chorismate dehydratase [EC:4.2.1.151]
PF09619	0.0001337762629393221	0.0021449807902036828	161	474	-41.193176601824455	0.0	-0.0953351476811548	0.0	Type III secretion system lipoprotein chaperone (YscW)
K07081	0.0001292375300392972	0.0026155290534196976	575	3318	-94.7756011635792	0.0	-0.0953918072646305	0.0	putative periplasmic solute-binding protein
TIGR03942.1	0.002800833177142089	0.008656418865746814	792	495	-20.80809155065465	4.198739454711184e-96	-0.09540940062270079	9.161031604770151e-96	anaerobic sulfatase maturase
PF18922	0.0004362269443673546	0.003253673392735122	525	719	-41.23773889628479	0.0	-0.09543828012380305	0.0	Protein of unknown function (DUF5672)
K00641	0.009344884845989321	0.019562076247638102	41577	24816	-94.83000793465524	0.0	-0.09544656777426228	0.0	homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]
PF05187	0.0028184415148458414	0.008625175920101728	3392	1906	-41.242484634009735	0.0	-0.09544926338958122	0.0	Electron transfer flavoprotein-ubiquinone oxidoreductase, 4Fe-4S
K04028	0.0009239921495505231	0.004998514083102563	4111	6341	-94.84480903067377	0.0	-0.0954614651031251	0.0	ethanolamine utilization protein EutN
PF09394	0.0008076430284287022	0.004312587960050864	972	953	-41.249555378932094	0.0	-0.09546562751992987	0.0	Chagasin family peptidase inhibitor I42
PF10128	0.0	0.0014118860897543227	0	312	-41.250549371968305	0.0	-0.09546792796094265	0.0	Glucose-6-phosphate dehydrogenase subunit N-terminal domain
PF09559	6.647267723693023e-05	0.0018236861992660003	80	403	-41.26526180429811	0.0	-0.09550197757849144	0.0	Cas6 Crispr
PF05193	0.006780213078166883	0.015340685398292161	8160	3390	-41.27001616489812	0.0	-0.09551298080056174	0.0	Peptidase M16 inactive domain
K06413	0.0014778030608841375	0.006288148058809201	6575	7977	-94.93102265613928	0.0	-0.0955482392669713	0.0	stage V sporulation protein K
PF13826	0.0008425411839780906	0.004407618754553559	1014	974	-41.288046407886746	0.0	-0.09555470897060947	0.0	Domain of unknown function (DUF4188)
PF18741	0.010559184779086366	0.02103800779252515	12708	4649	-41.29502011058708	0.0	-0.09557084851195263	0.0	REase_MTES_1575
TIGR01488.1	0.008763212895149112	0.018449539198712905	2478	1055	-20.844155310219584	1.9797122521664073e-96	-0.09557476041439121	4.321088184267105e-96	HAD-IB family phosphatase
K22003	0.028013077489474444	0.044753294439360006	124635	56773	-94.96731814910777	0.0	-0.09558477074371549	0.0	aconitate Delta-isomerase [EC:5.3.3.7]
PF00334	0.0009513901929535638	0.004688185862132943	1145	1036	-41.3204392786853	0.0	-0.09562967719049811	0.0	Nucleoside diphosphate kinase
K20149	2.6971310616896807e-05	0.0021693598417754697	120	2752	-95.07275045166298	0.0	-0.09569088853944918	0.0	proline 3-hydroxylase [EC:1.14.11.28]
NF007796.0	0.0026063308731738887	0.008306664568140882	737	475	-20.871504493236714	1.1184372494694817e-96	-0.09570016207137799	2.4421275767698755e-96	PTS sugar transporter subunit IIB
TIGR03985.1	4.243686632033469e-05	0.0018012346326705488	12	103	-20.87227127902426	1.1006623000016034e-96	-0.09570367794270228	2.404232955308846e-96	TIGR03985 family CRISPR-associated protein
TIGR03797.1	0.0001308470044876986	0.0022384275046779638	37	128	-20.882242817920606	8.936200690422046e-97	-0.09574939950957784	1.953471220446347e-96	NHLP bacteriocin export ABC transporter permease/ATPase subunit
TIGR03616.1	0.000710817510865606	0.004144588426630292	201	237	-20.890265133326753	7.556342499174515e-97	-0.09578618348386224	1.6530943472009079e-96	pyrimidine utilization transport protein G
NF005757.0	0.002036969583376065	0.007187450815801899	576	411	-20.89057246641438	7.50793577927722e-97	-0.09578759266959225	1.6431325607955458e-96	hypothetical protein
PF09509	0.005918560999483175	0.013996678447468335	7123	3093	-41.38988442256068	0.0	-0.09579039708620056	0.0	Protein of unknown function (Hypoth_ymh)
PF03547	0.009212282156573067	0.019083088591326857	11087	4217	-41.395901815357696	0.0	-0.09580432339823289	0.0	Membrane transport protein
K10944	0.0001258661162121851	0.002620258762377057	560	3324	-95.19509837108029	0.0	-0.09581403193294917	0.0	methane/ammonia monooxygenase subunit A [EC:1.14.18.3 1.14.99.39]
PF00176	0.023819652979388484	0.03912553567953806	28667	8646	-41.433746292449094	0.0	-0.09589190850601174	0.0	SNF2-related domain
K26353	0.0	0.0020385045606218623	0	2586	-95.33194919861984	0.0	-0.09595177252867619	0.0	(R)-axinyssene synthase [EC:4.2.3.209]
K18112	0.0	0.0020385045606218623	0	2586	-95.33194919861984	0.0	-0.09595177252867619	0.0	(E)-2-epi-beta-caryophyllene synthase [EC:4.2.3.137]
K15469	0.0	0.0020385045606218623	0	2586	-95.33194919861984	0.0	-0.09595177252867619	0.0	rhizoxin biosynthesis acyltransferase
K26352	0.0	0.0020385045606218623	0	2586	-95.33194919861984	0.0	-0.09595177252867619	0.0	verrucosan-2beta-ol synthase [EC:4.2.3.208]
K26351	0.0	0.0020385045606218623	0	2586	-95.33194919861984	0.0	-0.09595177252867619	0.0	neoverrucosan-5beta-ol synthase [EC:4.2.3.207]
K01808	0.0	0.0020385045606218623	0	2586	-95.33194919861984	0.0	-0.09595177252867619	0.0	ribose 5-phosphate isomerase B [EC:5.3.1.6]
K26350	0.0	0.0020385045606218623	0	2586	-95.33194919861984	0.0	-0.09595177252867619	0.0	(-)-cyatha-3,12-diene synthase [EC:4.2.3.206]
K24913	0.0	0.0020385045606218623	0	2586	-95.33194919861984	0.0	-0.09595177252867619	0.0	lanthionine-containing peptide SapB
K22569	0.0	0.0020385045606218623	0	2586	-95.33194919861984	0.0	-0.09595177252867619	0.0	(+)-exo-beta-bergamotene synthase [EC:4.2.3.211]
K26354	0.0	0.0020385045606218623	0	2586	-95.33194919861984	0.0	-0.09595177252867619	0.0	lydicene synthase [EC:4.2.3.210]
PF19739	6.89654026333151e-05	0.0018508378548381988	83	409	-41.46021251324402	0.0	-0.09595316042383384	0.0	Family of unknown function (DUF6228)
PF18024	0.0051915160922042505	0.012824631981935099	6248	2834	-41.46316780708302	0.0	-0.09595999998800017	0.0	Helix-turn-helix domain
PF02663	2.4927253963848836e-05	0.0015974224028310127	30	353	-41.46778742188703	0.0	-0.09597069136205533	0.0	FmdE, Molybdenum formylmethanofuran dehydrogenase operon
TIGR03895.1	5.658248842711291e-05	0.0018886732070720318	16	108	-20.938539027531732	2.750465771089917e-97	-0.09600752926661259	6.026384229688973e-97	PatA/PatG family cyanobactin maturation protease
NF041728.1	0.0032004470016585742	0.00944336603536016	905	540	-20.94159938886099	2.5795716069265375e-97	-0.09602156165585897	5.654112717901407e-97	BPSL0761 family protein
NF006932.0	0.0005516792621643509	0.0037073955546228776	156	212	-20.94307151328432	2.501182084577469e-97	-0.09602831165061605	5.484392747140558e-97	molybdopterin adenylyltransferase
K23239	2.1352287571709973e-05	0.0021559589997296185	95	2735	-95.42796534116053	0.0	-0.0960484129429926	0.0	FrmR/RcnR family transcriptional regulator, repressor of frmRAB operon
TIGR03922.1	0.001230669123289706	0.0054561670426525365	348	312	-20.948802787777385	2.2179852325340455e-97	-0.09605459072877451	4.865285352929223e-97	type VII secretion AAA-ATPase EccA
K03657	0.024743255599019322	0.040656578197460616	110087	51576	-95.46130401376762	0.0	-0.09608196837490492	0.0	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]
TIGR03253.1	0.0024118285692056878	0.00795691027053495	682	455	-20.959783204445763	1.7617157228828417e-97	-0.09610493820876166	3.8659122247156835e-97	formyl-CoA transferase
NF003809.0	0.0024118285692056878	0.00795691027053495	682	455	-20.959783204445763	1.7617157228828417e-97	-0.09610493820876166	3.8659122247156835e-97	formyl-CoA transferase
K15642	0.007574443064911853	0.016969407454178975	33700	21527	-95.51490349081236	0.0	-0.09613591634169133	0.0	myxalamid-type polyketide synthase MxaD
PF03952	0.005633559395829837	0.013571302510170557	6780	2999	-41.56324165248174	0.0	-0.09619160521044583	0.0	Enolase, N-terminal domain
K19231	0.006479857375709458	0.01526750051435585	28830	19368	-95.57420194051404	0.0	-0.09619560033436021	0.0	fibronectin-binding autotransporter adhesin
K05986	0.004418350200891312	0.011889700033975076	19658	15083	-95.59739515539091	0.0	-0.0962189443454371	0.0	nuclease S1 [EC:3.1.30.1]
TIGR01507.1	0.004003211056218239	0.010894846370424777	1132	623	-20.98649662471389	1.0054966020490007e-97	-0.09622742476213729	2.2081569660500503e-97	squalene--hopene cyclase
